track_id,title,artist_name,album_name,genre,duration_ms,popularity,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness,loudness,mode,key,time_signature,mood_bucket,main_genre,danceability_label,energy_label,mood_label,tempo_label,acoustic_label,loudness_label,mode_label
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),pop,156943,100,0.714,0.472,0.238,131.121,0.013,4.51e-06,0.266,0.0864,-7.375,1,2,4,sad,pop,high,medium,sad,fast,electronic,normal,major (bright)
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",hip-hop,198937,99,0.621,0.782,0.55,128.033,0.0125,0.033,0.23,0.044,-5.548,1,2,4,hype,hip-hop,medium,energetic,neutral,fast,electronic,loud,major (bright)
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),pop,175238,98,0.561,0.965,0.304,128.04,0.00383,7.07e-06,0.371,0.0343,-3.673,0,7,4,hype,pop,medium,energetic,sad,fast,electronic,loud,minor (moody)
5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,La Bachata,latino,162637,98,0.835,0.679,0.85,124.98,0.583,1.98e-06,0.218,0.0364,-5.329,0,7,4,happy,latin,high,medium,happy,fast,mixed,loud,minor (moody)
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,"Bad Bunny, Chencho Corleone",Un Verano Sin Ti,latino,178567,97,0.911,0.712,0.425,92.005,0.0901,2.68e-05,0.0933,0.0817,-5.105,0,1,4,focus,latin,high,energetic,neutral,medium,electronic,loud,minor (moody)
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,latino,243716,97,0.65,0.715,0.187,106.672,0.0993,0.000291,0.126,0.253,-5.198,0,5,4,focus,latin,medium,energetic,sad,medium,electronic,loud,minor (moody)
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",piano,148485,96,0.704,0.797,0.825,139.994,0.0826,0.000745,0.0546,0.0475,-5.927,1,0,4,happy,classical,high,energetic,happy,fast,electronic,loud,major (bright)
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,Indigo (Extended),pop,184613,96,0.733,0.69,0.31,116.992,0.0635,1.18e-06,0.105,0.0427,-5.529,0,9,4,focus,pop,high,medium,sad,medium,electronic,loud,minor (moody)
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,Un Verano Sin Ti,latino,213061,96,0.801,0.475,0.234,98.047,0.141,1.73e-05,0.0639,0.0516,-8.797,0,7,4,sad,latin,high,medium,sad,medium,electronic,normal,minor (moody)
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,As It Was,pop,167303,95,0.52,0.731,0.662,173.93,0.342,0.00101,0.311,0.0557,-5.338,0,6,4,happy,pop,medium,energetic,happy,fast,mixed,loud,minor (moody)
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",Un Verano Sin Ti,latino,258298,95,0.647,0.686,0.268,79.928,0.08,1.34e-06,0.528,0.0413,-5.745,0,3,4,focus,latin,medium,medium,sad,slow,electronic,loud,minor (moody)
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,Glimpse of Us,pop,233456,94,0.44,0.317,0.268,169.914,0.891,4.78e-06,0.141,0.0531,-9.258,1,8,3,sad,pop,medium,calm,sad,fast,acoustic,normal,major (bright)
6Xom58OOXk2SoU711L2IXO,Moscow Mule,Bad Bunny,Un Verano Sin Ti,latino,245939,94,0.804,0.674,0.292,99.968,0.294,1.18e-06,0.115,0.0333,-5.453,0,5,4,focus,latin,high,medium,sad,medium,electronic,loud,minor (moody)
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,I Love You.,pop,240400,93,0.612,0.807,0.398,124.053,0.0495,0.0177,0.101,0.0336,-2.81,1,10,4,hype,pop,medium,energetic,neutral,fast,electronic,loud,major (bright)
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,Long Way Down (Deluxe),pop,244360,93,0.445,0.537,0.131,122.769,0.695,1.65e-05,0.0944,0.04,-8.532,0,4,4,focus,pop,medium,medium,sad,fast,mixed,normal,minor (moody)
31i56LZnwE6uSu3exoHjtB,Neverita,Bad Bunny,Un Verano Sin Ti,latin,173119,93,0.876,0.498,0.428,122.016,0.0706,0.0,0.143,0.0478,-7.511,1,10,4,focus,latin,high,medium,neutral,fast,electronic,normal,major (bright)
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,PROVENZA,reggaeton,210200,93,0.87,0.516,0.53,111.005,0.656,0.00823,0.11,0.0541,-8.006,1,1,4,focus,latin,high,medium,neutral,medium,mixed,normal,major (bright)
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,RENAISSANCE,dance,225388,93,0.78,0.689,0.642,115.042,0.0368,9.69e-06,0.0698,0.141,-5.668,1,7,4,happy,electronic,high,medium,neutral,medium,electronic,loud,major (bright)
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Calm Down (with Selena Gomez),pop,239317,92,0.801,0.806,0.802,106.999,0.382,0.000669,0.114,0.0381,-5.206,1,11,4,happy,pop,high,energetic,happy,medium,mixed,loud,major (bright)
0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),pop,154486,92,0.881,0.592,0.719,101.058,0.619,1.32e-05,0.0901,0.0324,-4.898,1,2,4,focus,pop,high,medium,happy,medium,mixed,loud,major (bright)
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,AM,indie,183956,92,0.464,0.417,0.479,67.528,0.136,0.022,0.0974,0.0256,-9.345,0,0,4,focus,rock,medium,medium,neutral,slow,electronic,normal,minor (moody)
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,Super Freaky Girl,dance,170977,92,0.95,0.891,0.912,133.01,0.0645,1.77e-05,0.309,0.241,-2.653,1,2,4,happy,electronic,high,energetic,happy,fast,electronic,loud,major (bright)
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,pop,200040,91,0.514,0.73,0.334,171.005,0.00146,9.54e-05,0.0897,0.0598,-5.934,1,1,4,focus,pop,medium,energetic,neutral,fast,electronic,loud,major (bright)
41oY4WCTj5kccfesTVFnvN,Tarot,"Bad Bunny, Jhayco",Un Verano Sin Ti,latin,237894,91,0.795,0.684,0.419,114.011,0.0225,0.0,0.658,0.0419,-3.971,0,11,4,focus,latin,high,medium,neutral,medium,electronic,loud,minor (moody)
79HZAZNnOE97rb2hnI0XQr,LOKERA,"Rauw Alejandro, Lyanno, Brray",LOKERA,latin,195294,91,0.834,0.828,0.58,102.019,0.21,5.91e-06,0.103,0.0452,-2.657,0,11,4,focus,latin,high,energetic,neutral,medium,electronic,loud,minor (moody)
6i1g5ZRmJZAkDwBaUZ3f2i,Caile,Luar La L,L3tra,latin,141340,91,0.704,0.756,0.461,121.737,0.298,3.75e-06,0.0852,0.448,-4.948,1,0,3,hype,latin,high,energetic,neutral,fast,electronic,loud,major (bright)
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage","Honestly, Nevermind",hip-hop,218364,91,0.529,0.673,0.366,165.921,0.000307,2.41e-06,0.093,0.175,-4.711,1,0,4,focus,hip-hop,medium,medium,neutral,fast,electronic,loud,major (bright)
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,piano,298933,90,0.629,0.547,0.197,108.375,0.72,0.00314,0.0604,0.055,-13.123,0,10,4,focus,classical,medium,medium,sad,medium,acoustic,quiet,minor (moody)
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,Until I Found You,pop,177720,90,0.539,0.508,0.227,101.358,0.727,0.0,0.174,0.0288,-6.05,1,10,3,focus,pop,medium,medium,sad,medium,acoustic,normal,major (bright)
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,"The Weeknd, Gesaffelstein","My Dear Melancholy,",pop,241066,90,0.323,0.737,0.155,113.26,0.142,0.000162,0.163,0.0338,-4.008,1,10,4,focus,pop,low,energetic,sad,medium,electronic,loud,major (bright)
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,Safe Haven,pop,233720,90,0.609,0.692,0.454,116.959,0.0157,0.0,0.0864,0.0259,-2.958,1,1,3,focus,pop,medium,medium,neutral,medium,electronic,loud,major (bright)
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,pop,184447,90,0.41,0.611,0.0899,185.727,0.0228,0.0,0.116,0.0467,-8.271,0,4,3,focus,pop,medium,medium,sad,fast,electronic,normal,minor (moody)
7MXVkk9YMctZqd1Srtv4MB,Starboy,"The Weeknd, Daft Punk",Starboy,pop,230453,90,0.679,0.587,0.486,186.003,0.141,6.35e-06,0.137,0.276,-7.015,1,7,4,focus,pop,medium,medium,neutral,fast,electronic,normal,major (bright)
1797zYiX4cKosMH836X9Gt,La Corriente,"Bad Bunny, Tony Dize",Un Verano Sin Ti,latino,198367,90,0.663,0.786,0.579,196.12,0.229,0.0,0.219,0.195,-3.51,0,11,4,hype,latin,medium,energetic,neutral,fast,electronic,loud,minor (moody)
4tYFy8ALRjIZvnvSLw5lxN,Party,"Bad Bunny, Rauw Alejandro",Un Verano Sin Ti,latino,227628,90,0.829,0.799,0.471,97.013,0.0151,0.000543,0.242,0.0897,-5.389,1,9,4,focus,latin,high,energetic,neutral,medium,electronic,loud,major (bright)
2rurDawMfoKP4uHyb2kJBt,Te Felicito,"Shakira, Rauw Alejandro",Te Felicito,latin,172235,90,0.695,0.636,0.575,174.14,0.234,0.0,0.081,0.317,-4.654,1,5,4,focus,latin,medium,medium,neutral,fast,electronic,loud,major (bright)
1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,"KAROL G, Maldy",GATÚBELA,reggaeton,209160,90,0.627,0.858,0.342,92.523,0.263,0.0,0.21,0.386,-2.824,0,11,4,focus,latin,medium,energetic,neutral,medium,electronic,loud,minor (moody)
7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",Beach Weather,Chit Chat,rock,196784,90,0.572,0.839,0.465,143.969,0.013,0.00976,0.522,0.0377,-5.083,0,4,4,hype,rock,medium,energetic,neutral,fast,electronic,loud,minor (moody)
4zN21mbAuaD0WqtmaTZZeP,Ferrari,"James Hype, Miggy Dela Rosa",Ferrari,dance,186661,90,0.847,0.69,0.692,125.004,0.0127,6e-05,0.0526,0.0493,-7.877,0,1,4,happy,electronic,high,medium,happy,fast,electronic,normal,minor (moody)
0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),dance,182906,90,0.801,0.601,0.74,159.969,0.0777,3.23e-05,0.145,0.255,-7.574,0,8,4,happy,electronic,high,medium,happy,fast,electronic,normal,minor (moody)
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),hip-hop,210575,90,0.637,0.715,0.308,141.872,0.148,0.0,0.0892,0.0455,-4.971,0,2,4,focus,hip-hop,medium,energetic,sad,fast,electronic,loud,minor (moody)
1Fid2jjqsHViMX6xNH70hE,Atlantis,Seafret,Tell Me It's Real (Expanded Edition),folk,229173,90,0.4,0.479,0.213,166.159,0.0529,2.14e-06,0.115,0.0308,-7.989,0,8,4,sad,country,medium,medium,sad,fast,electronic,normal,minor (moody)
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),progressive-house,214846,89,0.791,0.862,0.592,123.994,0.037,2.19e-05,0.0814,0.11,-3.24,0,9,4,hype,electronic,high,energetic,neutral,fast,electronic,loud,minor (moody)
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,"Elton John, Britney Spears",Hold Me Closer,piano,202245,89,0.667,0.75,0.486,126.041,0.0746,0.000198,0.197,0.0906,-4.602,1,0,4,focus,classical,medium,energetic,neutral,fast,electronic,loud,major (bright)
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,"My Dear Melancholy,",pop,228373,89,0.461,0.593,0.175,134.17,0.17,0.0,0.307,0.0356,-4.954,1,1,3,focus,pop,medium,medium,sad,fast,electronic,loud,major (bright)
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),pop,141805,89,0.591,0.764,0.478,169.928,0.0383,0.0,0.103,0.0483,-5.484,1,1,4,hype,pop,medium,energetic,neutral,fast,electronic,loud,major (bright)
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"Billie Eilish, Khalid",lovely (with Khalid),pop,200185,89,0.351,0.296,0.12,115.284,0.934,0.0,0.095,0.0333,-10.109,0,4,4,sad,pop,low,calm,sad,medium,acoustic,normal,minor (moody)
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,pop,174000,89,0.548,0.816,0.557,95.39,0.122,0.0,0.335,0.0465,-4.209,1,0,4,focus,pop,medium,energetic,neutral,medium,electronic,loud,major (bright)
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,After Hours,pop,215626,89,0.68,0.826,0.644,118.051,0.0212,1.24e-05,0.543,0.0309,-5.487,1,0,4,happy,pop,medium,energetic,neutral,medium,electronic,loud,major (bright)
27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,BILLIE EILISH.,indie,99282,89,0.9,0.509,0.765,100.007,0.115,1.67e-06,0.0937,0.257,-6.647,1,1,4,focus,rock,high,medium,happy,medium,electronic,normal,major (bright)
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,I Love You So,indie,160239,89,0.575,0.648,0.466,75.977,0.583,0.0,0.115,0.0358,-4.891,1,10,4,focus,rock,medium,medium,neutral,slow,mixed,loud,major (bright)
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,cómo dormiste?,latino,112572,89,0.627,0.429,0.565,126.426,0.238,0.0,0.122,0.234,-8.255,1,1,5,focus,latin,medium,medium,neutral,fast,electronic,normal,major (bright)
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,"Mora, Feid",MICRODOSIS,latino,202173,89,0.757,0.789,0.464,91.911,0.307,0.0,0.0717,0.0583,-3.46,0,5,4,focus,latin,high,energetic,neutral,medium,mixed,loud,minor (moody)
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,Bones,rock,165264,89,0.773,0.742,0.571,114.071,0.0206,0.0,0.0754,0.046,-3.678,0,5,4,focus,rock,high,energetic,neutral,medium,electronic,loud,minor (moody)
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,Something in the Orange,country,228013,89,0.369,0.192,0.148,175.212,0.555,8.35e-06,0.0954,0.04,-12.151,0,4,3,sad,country,low,calm,sad,fast,mixed,quiet,minor (moody)
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,"Coolio, L.V.",Gangsta's Paradise,hip-hop,240693,89,0.647,0.514,0.386,79.975,0.0655,0.0,0.398,0.0593,-10.05,1,8,4,focus,hip-hop,medium,medium,neutral,slow,electronic,normal,major (bright)
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,About Damn Time,hip-hop,191822,89,0.836,0.743,0.722,108.966,0.0995,0.0,0.335,0.0656,-6.305,0,10,4,happy,hip-hop,high,energetic,happy,medium,electronic,normal,minor (moody)
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",I NEVER LIKED YOU,hip-hop,189893,89,0.463,0.642,0.339,83.389,0.314,0.0,0.0686,0.34,-4.474,1,1,4,focus,hip-hop,medium,medium,neutral,slow,mixed,loud,major (bright)
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,Happier Than Ever,pop,298899,88,0.332,0.225,0.297,81.055,0.767,0.00349,0.128,0.0348,-8.697,1,0,3,sad,pop,low,calm,sad,slow,acoustic,normal,major (bright)
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,=,pop,230746,88,0.807,0.893,0.537,126.011,0.0451,2.79e-05,0.366,0.0347,-3.745,0,11,4,hype,pop,high,energetic,neutral,fast,electronic,loud,minor (moody)
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,Beauty Behind The Madness,pop,242253,88,0.585,0.564,0.137,113.003,0.0671,0.0,0.135,0.0515,-7.063,0,0,4,focus,pop,medium,medium,sad,medium,electronic,normal,minor (moody)
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,SOUR,pop,242013,88,0.561,0.431,0.137,143.875,0.768,1.42e-05,0.106,0.0578,-8.81,1,10,4,sad,pop,medium,medium,sad,fast,acoustic,normal,major (bright)
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,Justice,pop,153190,88,0.601,0.741,0.441,153.96,0.185,2.91e-05,0.415,0.0478,-5.569,1,2,4,focus,pop,medium,energetic,neutral,fast,electronic,loud,major (bright)
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,Planet Her,pop,172626,88,0.824,0.764,0.881,107.998,0.0888,0.00294,0.117,0.0854,-4.175,0,5,4,happy,pop,high,energetic,happy,medium,electronic,loud,minor (moody)
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),pop,238805,88,0.761,0.525,0.531,80.87,0.44,6.7e-06,0.0921,0.0944,-6.9,1,11,4,focus,pop,high,medium,neutral,slow,mixed,normal,major (bright)
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,reputation,pop,236413,88,0.615,0.534,0.193,135.917,0.106,1.76e-05,0.0607,0.0386,-6.719,0,9,4,focus,pop,medium,medium,sad,fast,electronic,normal,minor (moody)
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,Starboy,pop,260253,88,0.582,0.525,0.51,133.249,0.111,0.0,0.134,0.0627,-7.163,0,1,4,focus,pop,medium,medium,neutral,fast,electronic,normal,minor (moody)
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,SOUR,pop,178146,88,0.563,0.664,0.688,166.928,0.335,0.0,0.0849,0.154,-5.044,1,9,4,happy,pop,medium,medium,happy,fast,mixed,loud,major (bright)
5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,SOUR,pop,229226,88,0.38,0.339,0.0849,100.607,0.691,0.0,0.12,0.0338,-7.885,1,3,4,sad,pop,low,calm,sad,medium,mixed,normal,major (bright)
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,FOUR (Deluxe),pop,226600,88,0.672,0.52,0.37,120.001,0.859,0.0,0.115,0.0353,-7.747,1,8,4,focus,pop,medium,medium,neutral,fast,acoustic,normal,major (bright)
0BxE4FqsDD1Ot4YuBXwAPp,505,Arctic Monkeys,Favourite Worst Nightmare,indie,253586,88,0.526,0.866,0.248,140.266,0.00287,7.78e-05,0.0945,0.0568,-5.822,1,0,4,hype,rock,medium,energetic,sad,fast,electronic,loud,major (bright)
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,indie,161123,88,0.691,0.631,0.8,92.004,0.0483,1.13e-05,0.104,0.0368,-6.478,1,2,4,happy,rock,medium,medium,happy,medium,electronic,normal,major (bright)
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,AM,indie,272394,88,0.548,0.532,0.405,85.03,0.186,0.000263,0.217,0.0323,-7.596,1,5,4,focus,rock,medium,medium,neutral,slow,electronic,normal,major (bright)
6DoL1yYIwEW7VZMRaJhoJI,La Llevo Al Cielo (Ft. Ñengo Flow),"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",La Llevo Al Cielo (Ft. Ñengo Flow),latino,254920,88,0.795,0.845,0.769,170.023,0.105,1.14e-05,0.172,0.135,-3.809,0,9,4,happy,latin,high,energetic,happy,fast,electronic,loud,minor (moody)
0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,"Pablo Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",BABY OTAKU,latino,176470,88,0.835,0.747,0.432,102.003,0.0492,0.0,0.055,0.083,-4.65,1,9,4,focus,latin,high,energetic,neutral,medium,electronic,loud,major (bright)
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,latino,242573,88,0.754,0.646,0.429,176.089,0.152,1.85e-05,0.108,0.317,-5.795,1,7,4,focus,latin,high,medium,neutral,fast,electronic,loud,major (bright)
2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Ghost,Seven Inches Of Satanic Panic,metal,244804,88,0.466,0.9,0.561,130.02,0.000235,0.00104,0.103,0.0447,-4.469,1,11,4,hype,metal,medium,energetic,neutral,fast,electronic,loud,major (bright)
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,After LIKE,k-pop,176973,88,0.68,0.922,0.799,125.014,0.103,0.0,0.0877,0.121,-1.215,1,0,4,happy,pop,medium,energetic,happy,fast,electronic,loud,major (bright)
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,Ivory,soul,216680,88,0.697,0.336,0.31,82.029,0.598,0.00528,0.107,0.0424,-10.395,1,9,3,sad,hip-hop,medium,calm,sad,slow,mixed,normal,major (bright)
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,Evolve,rock,204346,88,0.776,0.78,0.666,124.949,0.0622,0.0,0.081,0.128,-4.374,0,10,4,happy,rock,high,energetic,happy,fast,electronic,loud,minor (moody)
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,In The Lonely Hour,dance,239316,88,0.677,0.485,0.493,82.001,0.529,2.04e-05,0.0766,0.0361,-5.795,1,5,4,chill,electronic,medium,medium,neutral,slow,mixed,loud,major (bright)
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,"Lost Frequencies, Calum Scott",Where Are You Now,dance,148197,88,0.671,0.636,0.262,120.966,0.515,0.000411,0.172,0.103,-8.117,0,6,4,focus,electronic,medium,medium,sad,fast,mixed,normal,minor (moody)
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya","Kesariya (From ""Brahmastra"")",indian,268164,88,0.577,0.574,0.436,94.009,0.572,0.0,0.1,0.0278,-6.525,1,0,4,focus,world,medium,medium,neutral,medium,mixed,normal,major (bright)
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,The Eminem Show,hip-hop,290320,88,0.908,0.669,0.662,112.238,0.00286,0.0,0.237,0.0738,-2.827,1,7,4,happy,hip-hop,high,medium,happy,medium,electronic,loud,major (bright)
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,2014 Forest Hills Drive,hip-hop,292799,88,0.69,0.521,0.494,100.028,0.324,0.0,0.0534,0.339,-8.492,0,10,4,focus,hip-hop,medium,medium,neutral,medium,mixed,normal,minor (moody)
10xV5l9nhLvFpR8mqzs0bL,Numb,"Marshmello, Khalid",Numb,progressive-house,155588,87,0.912,0.774,0.632,119.966,0.121,0.0127,0.101,0.0455,-4.673,0,0,4,happy,electronic,high,energetic,neutral,medium,electronic,loud,minor (moody)
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,pop,182160,87,0.501,0.405,0.446,109.891,0.751,0.0,0.105,0.0319,-5.679,1,1,4,chill,pop,medium,medium,neutral,medium,acoustic,loud,major (bright)
0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),"benny blanco, BTS, Snoop Dogg",Bad Decisions (with BTS & Snoop Dogg),pop,172714,87,0.762,0.861,0.955,120.048,0.0185,0.0,0.264,0.0955,-3.296,1,0,4,happy,pop,high,energetic,happy,fast,electronic,loud,major (bright)
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,SOUR,pop,215506,87,0.442,0.612,0.178,180.917,0.584,5.7e-06,0.37,0.112,-7.222,1,2,4,focus,pop,medium,medium,sad,fast,mixed,normal,major (bright)
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,MONTERO,pop,143901,87,0.737,0.846,0.546,87.981,0.00614,0.0,0.0486,0.22,-4.51,0,1,4,focus,pop,high,energetic,neutral,slow,electronic,loud,minor (moody)
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,Kid Krow,pop,198040,87,0.357,0.425,0.27,102.078,0.584,0.0,0.322,0.0333,-7.301,1,5,3,sad,pop,low,medium,sad,medium,mixed,normal,major (bright)
6tCd8bPvYnceDG7W9M1RMk,Shut Down,BLACKPINK,BORN PINK,pop,175889,87,0.813,0.657,0.651,110.053,0.00269,0.0,0.183,0.0372,-6.447,1,0,3,happy,pop,high,medium,neutral,medium,electronic,normal,major (bright)
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,÷ (Deluxe),pop,263400,87,0.599,0.448,0.168,95.05,0.163,0.0,0.106,0.0232,-6.312,1,8,3,sad,pop,medium,medium,sad,medium,electronic,normal,major (bright)
6VrQTLzzuyGIYjUDe4kAZk,Un Coco,Bad Bunny,Un Verano Sin Ti,latino,196412,87,0.839,0.69,0.744,151.991,0.207,8.33e-06,0.176,0.0615,-4.464,1,11,4,happy,latin,high,medium,happy,fast,electronic,loud,major (bright)
4d4ZXH4dr5bYfgErHiZCX2,Dos Mil 16,Bad Bunny,Un Verano Sin Ti,latino,208615,87,0.817,0.67,0.495,130.058,0.123,1.92e-06,0.128,0.0506,-6.534,1,1,3,focus,latin,high,medium,neutral,fast,electronic,normal,major (bright)
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,Yonaguni,latino,206710,87,0.644,0.648,0.44,179.951,0.276,0.0,0.135,0.118,-4.601,1,1,4,focus,latin,medium,medium,neutral,fast,electronic,loud,major (bright)
5CzixCxDkRXX9mScCmah8O,Un Ratito,Bad Bunny,Un Verano Sin Ti,latino,176936,87,0.787,0.546,0.222,93.05,0.305,4.55e-05,0.122,0.0532,-7.094,0,0,4,focus,latin,high,medium,sad,medium,mixed,normal,minor (moody)
4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Tainy, Bad Bunny, Julieta Venegas",Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),latino,207301,87,0.639,0.703,0.138,169.888,0.0889,1.78e-06,0.0865,0.0794,-6.33,0,4,4,focus,latin,medium,energetic,sad,fast,electronic,normal,minor (moody)
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feid,Feliz Cumpleaños Ferxxo,latino,156400,87,0.87,0.55,0.566,95.019,0.102,0.0,0.293,0.0722,-5.537,1,5,4,focus,latin,high,medium,neutral,medium,electronic,loud,major (bright)
